landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
12194,202410,Adams PLC,FHE,"Downs, Kelly and Fox",SQJ,Domestic,South America,Helicopter,Wide-body,Embraer,737,-1000,10,312032,183,167,173,37,18297,822,533,4337,220
12195,202102,"Johnson, Escobar and Callahan",FAN,Cunningham Ltd,EEC,International,South America,Turboprop,Narrow-body,Bombardier,CRJ900,-200,4,268585,121,224,127,43,15747,628,2870,648,200
12196,202407,Edwards Group,HPN,Jackson Inc,DAM,International,Africa,Helicopter,Wide-body,Bombardier,737,-200,9,240340,489,217,142,62,20482,518,1071,3038,220
12197,202412,"Bennett, Brown and Sellers",SYH,Phillips-Smith,UMY,International,Oceania,Helicopter,Wide-body,Embraer,E190,-900,2,258008,144,266,92,20,7160,404,1702,3445,180
12198,202201,Roberts LLC,TXQ,Lewis Group,LVF,International,South America,Turboprop,Wide-body,Embraer,A320,-1000,10,209022,195,38,2,51,2054,22,1626,2759,200
12199,202301,"Jordan, Torres and Lopez",JXQ,Gonzalez-Campbell,LYF,International,Oceania,Helicopter,Narrow-body,Boeing,737,-200,4,155685,311,157,117,7,14844,17,1085,498,250
12200,202007,Dalton Ltd,HOE,Nunez-Gutierrez,FAT,Domestic,North America,Turboprop,Wide-body,Boeing,CRJ900,-200,10,199663,150,188,181,13,19516,779,872,45,150
12201,202404,Torres-Gibbs,ZQJ,Cook-Fields,BSU,International,South America,Helicopter,Narrow-body,Airbus,737,-900,5,289674,277,64,174,76,4354,179,2748,224,250
12202,202205,"Allen, Montgomery and Carroll",ZWC,Smith-Rosario,ACQ,International,Oceania,Helicopter,Wide-body,Embraer,E190,-900,3,60383,425,89,165,5,19089,978,1350,900,220
12203,202311,"Young, Jones and Moses",SGF,Carter Group,YXG,Domestic,Asia,Helicopter,Wide-body,Bombardier,CRJ900,-1000,2,50679,283,19,77,25,17181,723,2920,4295,150
12204,202210,"Park, Benton and Barrett",IGT,Johnson-Mcguire,DOH,Domestic,North America,Jet,Narrow-body,Boeing,A320,-1000,5,315012,232,66,147,86,255,154,1339,2655,200
12205,202504,Jones-Brown,UIW,Mata-Smith,ZKF,Domestic,South America,Helicopter,Narrow-body,Bombardier,CRJ900,-900,9,336888,34,248,48,71,7276,425,2656,2614,200
12206,202311,"Cole, Kirk and Medina",CJN,White-Harris,RTD,International,Africa,Jet,Narrow-body,Bombardier,A320,-1000,2,127566,484,195,144,58,14856,287,2689,3076,180
12207,202010,Peterson LLC,IMK,Avila Ltd,QQZ,International,Europe,Helicopter,Narrow-body,Boeing,737,-200,5,313076,457,181,83,79,12271,997,71,3031,250
12208,202309,Ortiz PLC,EBU,"Robinson, Gallegos and Hickman",DDC,Domestic,South America,Jet,Wide-body,Airbus,CRJ900,-800,5,94284,333,138,6,25,17831,700,1017,161,180
12209,202409,"Spears, Smith and Powell",PRA,Moss Inc,UKY,International,Oceania,Jet,Narrow-body,Airbus,E190,-800,2,371772,453,9,41,47,19222,717,1955,2357,220
12210,202502,"Miller, Farley and Johnston",TOV,Gray Inc,RQU,Domestic,South America,Turboprop,Wide-body,Embraer,A320,-900,7,341551,150,157,166,20,4288,292,517,2968,250
12211,202111,"Todd, Cook and Campos",DUC,Scott Ltd,NMH,Domestic,South America,Helicopter,Wide-body,Boeing,E190,-200,3,202546,248,226,148,88,15870,572,2934,2222,220
12212,202105,Evans-Dominguez,TKR,Moore LLC,CTW,Domestic,North America,Jet,Narrow-body,Boeing,A320,-1000,9,363181,37,29,43,22,2264,161,1122,3353,150
12213,202012,Cook Ltd,DCT,Brown-Martinez,NIY,International,Africa,Jet,Narrow-body,Bombardier,CRJ900,-800,9,152539,150,31,137,42,16404,778,457,4468,150
12214,202305,Roberts-Davidson,GNO,"Adams, Chambers and Patton",IGW,Domestic,Africa,Helicopter,Wide-body,Boeing,737,-800,5,265627,326,160,127,36,21145,879,2218,2976,220
12215,202212,Wheeler and Sons,LPA,Thompson-Miller,RQT,International,South America,Turboprop,Narrow-body,Boeing,737,-800,5,220856,310,175,179,64,13799,740,1851,2788,180
12216,202212,"Hawkins, Arellano and Freeman",OBH,Meyers-Wright,SWZ,International,Asia,Jet,Wide-body,Bombardier,CRJ900,-800,1,220338,178,238,29,16,18709,369,2721,4667,150
12217,202007,Johnson-Garcia,IFH,"Fields, Leonard and York",WKC,International,Europe,Jet,Wide-body,Airbus,A320,-900,2,51589,41,189,185,93,7659,520,2825,2759,150
12218,202410,"York, Ramirez and Arnold",DOZ,Sandoval-Hensley,HUY,International,North America,Jet,Narrow-body,Embraer,CRJ900,-900,3,168777,316,39,133,99,5675,232,1927,4422,180
12219,202312,Fisher-Anderson,YDH,Thomas LLC,BAI,International,Europe,Jet,Narrow-body,Boeing,CRJ900,-800,1,351425,252,87,174,73,1750,511,1550,2047,220
12220,202306,"Rose, Rodriguez and Wong",QSH,"Vega, Lewis and Koch",WVJ,Domestic,South America,Turboprop,Narrow-body,Bombardier,737,-800,3,279547,274,75,21,55,17410,938,1564,4540,200
12221,202107,Armstrong and Sons,MUE,Pope LLC,UGI,International,Oceania,Turboprop,Narrow-body,Airbus,737,-800,10,328647,84,54,43,89,21086,714,2396,4458,200
12222,202212,Taylor Inc,PDZ,Fisher LLC,ASY,Domestic,Oceania,Jet,Narrow-body,Airbus,A320,-900,9,334495,67,123,131,61,3432,915,2557,1899,250
12223,202211,Sanchez-Hensley,IBK,Jordan-Cruz,OGT,Domestic,Europe,Helicopter,Narrow-body,Boeing,A320,-800,8,204056,27,261,158,1,18213,378,1234,740,250
12224,202009,Howard LLC,WCX,Cook-Sanchez,TJO,Domestic,South America,Helicopter,Wide-body,Airbus,E190,-1000,2,222814,191,282,31,85,4185,418,494,946,180
12225,202305,Robinson-Miller,GWK,Johnson-Perez,PHF,Domestic,Europe,Turboprop,Narrow-body,Boeing,A320,-200,3,58142,495,83,70,41,2353,19,1254,3492,180
12226,202311,Lane-Waters,GPU,"Myers, Neal and Cooper",JLV,International,South America,Jet,Wide-body,Embraer,E190,-200,4,176116,492,222,69,94,10165,269,762,1559,250
12227,202207,Strong Group,UIP,Potter-Baker,PWE,Domestic,Europe,Turboprop,Wide-body,Airbus,CRJ900,-800,8,260362,209,87,2,71,6976,446,2944,966,200
12228,202203,Porter-Lopez,SJK,"Flores, Thornton and Davidson",PTG,International,Africa,Helicopter,Narrow-body,Boeing,E190,-1000,4,124349,396,169,49,67,8232,505,1413,628,150
12229,202102,Wilson-Dougherty,HKM,Floyd-Henderson,JEB,International,South America,Jet,Narrow-body,Boeing,E190,-200,6,244367,360,147,141,38,18952,145,1802,1575,250
12230,202111,"Jones, Turner and Castillo",KHP,Thompson-Brown,HGM,International,Oceania,Helicopter,Narrow-body,Embraer,A320,-1000,2,259592,335,251,114,34,7717,206,1838,2071,220
12231,202303,Martinez-Parks,LSH,Roth-Edwards,ZTP,Domestic,South America,Turboprop,Narrow-body,Airbus,A320,-900,6,104233,153,156,127,86,8263,631,1582,1298,200
12232,202310,Gomez-Mcpherson,PVL,Scott-Smith,MZX,Domestic,South America,Jet,Wide-body,Bombardier,737,-900,10,60249,409,196,16,70,5910,480,2592,2970,200
12233,202407,Smith-Stevens,ZXU,Kennedy LLC,PQJ,International,Europe,Jet,Wide-body,Airbus,E190,-200,2,158666,243,170,182,6,3694,236,1086,4580,200
12234,202210,"Mitchell, Gibson and Davis",KHZ,"Brooks, Bush and Taylor",LRM,International,Asia,Turboprop,Wide-body,Embraer,737,-800,4,219560,245,93,121,33,10616,452,89,2681,250
12235,202109,Miller-Warren,HNB,Nichols-Manning,BUN,Domestic,Europe,Turboprop,Narrow-body,Airbus,CRJ900,-900,10,275273,262,248,85,25,14338,34,1607,3917,250
12236,202109,Payne Inc,YLE,"Barrett, Woods and Robles",LHO,Domestic,Europe,Helicopter,Narrow-body,Airbus,E190,-900,2,121362,279,123,92,92,13860,730,779,4480,200
12237,202201,Branch-Baldwin,SQT,"Houston, Harrison and Davis",ZQX,International,Asia,Turboprop,Narrow-body,Embraer,E190,-800,1,122501,457,41,58,57,20528,541,2626,1126,200
12238,202412,Mcclure and Sons,TAH,Osborne LLC,YFD,Domestic,Asia,Jet,Wide-body,Boeing,CRJ900,-200,9,237057,251,250,171,42,3335,247,1137,2779,250
12239,202209,Edwards-Brown,AYV,"Whitaker, Johnson and Taylor",TCG,Domestic,South America,Jet,Wide-body,Bombardier,CRJ900,-900,9,259026,419,122,18,55,3984,612,991,2107,150
12240,202402,Ortega-Lutz,YKU,White-Jones,ENE,Domestic,Oceania,Turboprop,Wide-body,Embraer,E190,-200,1,125063,368,8,8,98,3353,639,1765,2021,180
12241,202501,Sullivan-Harvey,OMT,"Butler, Maldonado and Johnston",HGB,Domestic,Asia,Turboprop,Wide-body,Boeing,737,-200,6,261488,381,102,37,23,9453,554,2365,4007,180
12242,202305,"Hayes, Davis and Anderson",MEP,Wilson Inc,ANQ,International,North America,Turboprop,Narrow-body,Boeing,E190,-800,2,183572,396,189,177,18,19601,871,1122,3339,150
12243,202210,Cooper-Brandt,XTK,Fuentes-Morris,KHQ,International,Oceania,Helicopter,Wide-body,Bombardier,CRJ900,-900,8,150156,8,160,173,14,7926,312,2322,2147,250
12244,202010,"Calderon, Rodriguez and Davis",WCM,Kemp PLC,VHN,International,Europe,Turboprop,Wide-body,Boeing,CRJ900,-1000,2,156796,337,187,117,13,18283,370,2738,73,220
12245,202412,Williams Group,QAN,"Bell, Newman and Richardson",YID,Domestic,Asia,Jet,Wide-body,Airbus,A320,-1000,9,316675,377,208,58,94,5209,118,1972,1997,150
12246,202212,"Griffith, Martin and Smith",CFE,"Wood, Preston and Woods",ZWU,International,Europe,Turboprop,Narrow-body,Boeing,737,-1000,5,327239,29,112,187,69,21644,275,1593,1742,250
12247,202309,Wilson PLC,QRE,"Lawrence, Vaughn and Henderson",SCI,International,Europe,Jet,Wide-body,Airbus,A320,-200,1,298585,271,298,86,13,11341,828,692,871,250
12248,202504,Dennis-May,XLL,Taylor-Bush,BJN,International,South America,Helicopter,Narrow-body,Airbus,CRJ900,-1000,2,69438,136,225,167,99,4912,670,1906,1714,180
12249,202302,Clark-Parker,RZG,Sanchez-Clayton,YXR,International,Oceania,Helicopter,Wide-body,Airbus,CRJ900,-200,3,377691,435,180,31,26,21230,603,2551,428,220
12250,202207,"Jones, Garza and Gonzalez",WBR,"Bautista, Dominguez and Martin",JTY,Domestic,Europe,Helicopter,Wide-body,Airbus,CRJ900,-900,10,326003,494,6,116,47,403,565,2354,2296,150
12251,202306,Smith-Lopez,RAJ,"Elliott, Powell and Thompson",JDQ,Domestic,Asia,Jet,Wide-body,Airbus,737,-900,5,383361,461,132,187,42,2322,513,1092,715,220
12252,202308,Patton-Garcia,DSP,Smith PLC,QPO,International,Oceania,Turboprop,Wide-body,Airbus,CRJ900,-1000,1,376068,226,105,129,37,2506,69,590,1506,250
12253,202504,Mclaughlin Ltd,IVL,Ferguson-Brown,JAM,International,Europe,Jet,Wide-body,Bombardier,737,-1000,5,186111,330,253,165,4,16446,178,2290,16,180
12254,202008,"Jimenez, Crane and Jones",GAY,"Roach, Evans and Kemp",PMG,Domestic,Asia,Helicopter,Narrow-body,Embraer,737,-200,8,50972,129,249,17,46,19092,509,2727,4328,250
12255,202307,Bridges-Miller,QRH,West Group,XBT,Domestic,Europe,Helicopter,Wide-body,Embraer,CRJ900,-1000,8,179839,125,118,59,29,1918,481,1506,2026,250
12256,202310,"Santiago, Barnett and Krause",KNM,Jenkins PLC,HJM,Domestic,Europe,Helicopter,Wide-body,Embraer,737,-200,3,164681,375,235,14,17,9319,834,1423,3050,200
12257,202206,Peterson Group,VTO,"Sharp, Strickland and Chandler",CEL,International,South America,Jet,Narrow-body,Embraer,E190,-800,7,64951,273,86,16,70,14365,935,1582,1191,180
12258,202502,Knight Group,CKI,"Kelly, Hoover and Ferrell",GHS,Domestic,North America,Turboprop,Narrow-body,Embraer,CRJ900,-1000,7,286576,311,296,87,79,220,220,1759,2322,200
12259,202108,"Orr, Lane and Brown",KJK,"Collins, Garcia and Copeland",GVI,Domestic,Europe,Helicopter,Narrow-body,Airbus,737,-900,4,294126,141,18,160,64,6978,803,1910,2998,150
12260,202209,Wagner-Kaufman,ZBZ,Eaton-Payne,BDK,International,South America,Helicopter,Narrow-body,Airbus,CRJ900,-1000,5,303291,206,101,33,47,11396,257,450,3253,250
12261,202302,Nguyen Group,RBI,Martin-Flores,QXG,International,Oceania,Jet,Wide-body,Boeing,A320,-800,8,316826,333,297,187,86,19963,735,1176,3223,150
12262,202207,"Kennedy, Walker and Dickerson",JSM,"Browning, Orr and Jackson",LRD,Domestic,Africa,Turboprop,Wide-body,Bombardier,A320,-900,10,204010,492,243,128,32,13478,113,2532,4055,200
12263,202501,Cross-Clark,ZSX,Grant and Sons,JWS,Domestic,Africa,Turboprop,Wide-body,Bombardier,737,-1000,1,143656,6,65,44,93,14234,26,1602,1248,180
12264,202302,Mason LLC,WVH,"Lynch, Lee and Contreras",EIE,International,North America,Helicopter,Wide-body,Boeing,CRJ900,-1000,3,344146,409,124,182,63,7943,32,2367,289,150
12265,202201,Weber PLC,PMP,Garcia LLC,VYY,International,Europe,Turboprop,Wide-body,Boeing,737,-1000,5,111946,418,290,190,76,13053,685,1473,2321,250
12266,202406,"Walls, Lane and Graham",UPD,Ruiz-Holland,GAF,International,Asia,Jet,Wide-body,Bombardier,CRJ900,-1000,4,58762,416,273,128,12,5651,569,249,3383,150
12267,202210,Jackson Group,NVJ,Patel PLC,IYC,Domestic,Europe,Helicopter,Narrow-body,Airbus,E190,-800,4,309751,369,110,64,27,15548,73,2692,3600,150
12268,202102,Green-Murillo,QPD,Bailey-Simmons,PEA,Domestic,Oceania,Turboprop,Wide-body,Embraer,737,-1000,8,63391,75,246,7,100,6807,915,962,2377,220
12269,202205,Sanchez-Bowen,UGL,Mahoney and Sons,EEZ,Domestic,Asia,Jet,Narrow-body,Boeing,CRJ900,-200,1,50365,43,107,126,5,9874,783,1485,264,220
12270,202109,Bonilla-Smith,UGR,Gutierrez Group,NGE,Domestic,Oceania,Jet,Wide-body,Embraer,737,-900,10,200830,63,42,54,52,15827,129,1622,841,200
12271,202305,Edwards-Henson,UDJ,Morgan Inc,KPT,International,Europe,Helicopter,Wide-body,Embraer,CRJ900,-900,6,65015,211,254,72,11,11384,839,1661,1693,200
12272,202407,Gilmore-Lopez,VTL,Johnson-Evans,FIJ,International,Oceania,Helicopter,Wide-body,Boeing,E190,-800,4,63953,50,108,59,37,11453,51,469,4694,150
12273,202205,Garcia-Harrell,PSJ,Poole-Guerra,VUY,Domestic,Africa,Jet,Wide-body,Airbus,CRJ900,-1000,2,116478,463,120,39,8,12779,662,526,4247,150
12274,202305,Obrien-Walker,OFM,Conner-Martin,EBA,International,Africa,Helicopter,Wide-body,Airbus,737,-900,8,63660,400,165,47,46,13004,483,881,4097,150
12275,202104,"Ramirez, Boyd and Horn",PTA,Dixon LLC,OII,Domestic,South America,Helicopter,Narrow-body,Airbus,A320,-800,1,127120,375,172,136,72,13730,226,1969,2290,180
12276,202305,"Sanchez, Palmer and Williams",HKI,Collins-Proctor,ETN,International,Europe,Turboprop,Narrow-body,Embraer,E190,-900,2,171752,95,50,182,73,15878,670,1129,1788,250
12277,202408,Le-Williams,KRL,"Navarro, Davila and Haynes",XMA,International,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-800,8,58775,199,24,70,19,14171,708,1205,1785,200
12278,202312,Clark Group,EOF,Mitchell Inc,TBE,International,Oceania,Helicopter,Wide-body,Boeing,CRJ900,-900,5,289495,356,135,48,87,13508,436,1527,3203,150
12279,202303,"Vaughn, Larsen and Harris",HNM,Jordan-Johnson,YHD,International,Africa,Helicopter,Narrow-body,Embraer,737,-800,2,297011,131,293,87,76,10278,524,355,2303,220
12280,202207,Cooper and Sons,DIT,"Price, Foster and Williams",VHR,International,Asia,Jet,Narrow-body,Bombardier,737,-900,4,281027,488,266,22,4,19044,383,843,576,200
12281,202305,Williams-Evans,XWA,Williams-Miller,MPT,International,Asia,Turboprop,Wide-body,Bombardier,A320,-200,10,267569,171,126,99,57,10973,576,2465,4711,180
12282,202412,"Rosario, Johnson and Underwood",BZH,Cobb Group,FIW,International,Africa,Turboprop,Wide-body,Airbus,CRJ900,-800,3,85627,205,280,102,53,20457,112,495,1355,250
12283,202210,"Walsh, Spears and Pope",KWE,Larsen Inc,BOC,Domestic,North America,Jet,Narrow-body,Airbus,E190,-1000,6,195075,331,224,97,95,19143,547,641,3285,200
12284,202405,Marsh Inc,WYQ,"Gibson, Cruz and Murphy",JJS,International,Europe,Jet,Narrow-body,Bombardier,CRJ900,-1000,8,50219,390,95,120,17,17738,79,2791,1203,250
12285,202104,Chen-Parker,VHU,Burns and Sons,ETS,Domestic,Asia,Turboprop,Wide-body,Airbus,E190,-800,6,202355,311,222,197,66,9102,850,668,79,250
12286,202008,Reed Group,MXB,"Hill, Stevens and Mcneil",GNO,International,Oceania,Turboprop,Wide-body,Bombardier,737,-1000,9,319563,270,40,11,4,15367,717,674,3196,180
12287,202203,Pearson Inc,UKF,"Fletcher, Woods and Powell",WXX,Domestic,Africa,Jet,Narrow-body,Airbus,CRJ900,-900,10,399572,39,142,1,19,5051,580,2086,2844,250
12288,202103,"Bailey, Hernandez and Bird",CXW,Richardson Inc,VTT,Domestic,South America,Helicopter,Narrow-body,Embraer,A320,-200,10,332897,366,68,167,96,7440,270,2218,2442,250
12289,202402,"Lowe, Dickerson and Moore",NOI,Blair Ltd,AIM,Domestic,Asia,Helicopter,Narrow-body,Airbus,CRJ900,-1000,5,152248,20,258,130,33,12864,794,425,927,220
12290,202402,Thomas and Sons,ZBH,Gonzalez-Jones,XKL,International,Europe,Helicopter,Narrow-body,Boeing,A320,-200,8,303991,461,63,120,29,19028,665,979,231,220
12291,202210,Sanders-Duke,WNF,Grant-Peters,RHT,Domestic,North America,Jet,Narrow-body,Boeing,E190,-900,4,337771,360,268,47,93,13825,883,726,3122,250
12292,202005,"Allen, Mclaughlin and Fields",HLC,"Newton, Alvarado and Boyd",XFK,International,Asia,Turboprop,Wide-body,Embraer,E190,-800,6,348275,421,87,41,48,6863,525,2336,4135,180
12293,202209,"Harris, Miller and Davis",JKT,Lee-Fernandez,CFL,International,Europe,Helicopter,Wide-body,Boeing,A320,-1000,9,73264,12,234,72,48,799,521,999,2230,220
12294,202411,Chase LLC,OLO,Barton LLC,OBO,Domestic,North America,Helicopter,Narrow-body,Bombardier,E190,-200,2,386114,278,68,38,48,14295,372,1427,687,200
12295,202105,Reyes LLC,SIN,Norman-Warner,FOW,Domestic,Africa,Helicopter,Wide-body,Boeing,CRJ900,-800,3,109926,266,130,123,49,4956,149,615,4213,150
12296,202405,"Marshall, George and Diaz",NWH,Matthews-Bell,RKW,Domestic,South America,Helicopter,Narrow-body,Boeing,737,-800,5,391973,273,191,122,42,3512,698,807,3234,150
12297,202407,Barr-Patterson,EWT,Vaughan-Leach,YZI,Domestic,Africa,Turboprop,Narrow-body,Bombardier,737,-200,10,96818,140,191,123,71,15971,703,1118,1573,150
12298,202109,Marshall-Torres,FJZ,Douglas LLC,QUU,International,North America,Jet,Wide-body,Boeing,E190,-900,6,319130,84,108,122,50,2746,911,157,799,200
12299,202504,"Pierce, Carpenter and Martin",JHZ,"Conrad, Avila and Herrera",VFO,Domestic,Europe,Helicopter,Wide-body,Airbus,737,-200,6,175882,242,119,26,100,18592,906,1119,3161,200
12300,202301,Smith-Morris,JEL,White Group,GDH,International,Oceania,Jet,Narrow-body,Embraer,A320,-200,7,178756,159,201,79,59,21356,745,2252,3483,250
12301,202405,"Graham, Wood and Page",KEQ,"Griffith, Little and Rojas",FBY,International,Africa,Jet,Narrow-body,Airbus,A320,-200,6,175318,28,27,2,84,14111,741,2060,243,200
12302,202407,Martinez Inc,FKC,Adams Inc,BBT,Domestic,North America,Helicopter,Wide-body,Airbus,E190,-200,10,93804,167,290,178,54,7699,888,941,989,150
12303,202310,"Cook, Lewis and Choi",GNF,Johnson LLC,SCD,International,North America,Jet,Wide-body,Airbus,E190,-200,10,271770,483,128,111,59,18736,959,1546,3104,150
12304,202012,Barr-Taylor,STZ,Stafford-Morris,LUJ,Domestic,South America,Jet,Narrow-body,Embraer,737,-800,1,144129,260,11,63,85,7162,683,2917,3908,180
12305,202206,Reynolds Group,MGN,Martin-Garrison,OXH,International,South America,Turboprop,Wide-body,Bombardier,CRJ900,-1000,10,109645,259,180,187,75,19059,734,201,3182,200
12306,202103,Cooper-Barnett,NAB,Hill-Hughes,ZDP,Domestic,Asia,Jet,Narrow-body,Airbus,A320,-800,6,345588,466,291,181,90,5682,281,911,258,250
12307,202206,"Rodriguez, Johnson and Miller",WAN,Skinner-Hunt,PKN,Domestic,North America,Jet,Narrow-body,Bombardier,A320,-1000,2,324882,384,13,101,73,10717,197,1343,4930,150
12308,202206,Jones-Pierce,TPM,"Anderson, Olson and Bishop",KXD,International,North America,Helicopter,Narrow-body,Airbus,A320,-200,10,315132,89,259,146,82,5791,951,48,4575,200
12309,202402,"Johnson, Edwards and Vargas",VSH,Robinson LLC,HDJ,Domestic,Europe,Turboprop,Narrow-body,Airbus,A320,-200,1,77156,446,274,167,88,9316,802,165,2191,220
12310,202103,Blackburn and Sons,OMU,Powers-Aguilar,NSA,International,Oceania,Turboprop,Narrow-body,Embraer,A320,-900,2,242010,287,207,24,77,5466,381,2653,4373,180
12311,202212,Hunt Inc,EAN,"Martinez, Vazquez and Brandt",YWW,International,Oceania,Helicopter,Wide-body,Airbus,E190,-800,6,228302,284,218,22,92,15398,557,358,4423,180
12312,202409,Villarreal Group,OAB,Arellano PLC,YTZ,International,Europe,Jet,Narrow-body,Embraer,737,-1000,9,65976,352,192,107,63,18114,283,1131,2287,250
12313,202108,"Meyer, Le and Williamson",CID,"Kennedy, Dunn and Glover",RUH,International,Oceania,Jet,Narrow-body,Boeing,CRJ900,-800,10,130009,492,69,170,78,3890,480,355,3275,150
12314,202108,Thomas PLC,UVI,"Williams, Love and Fields",PLZ,Domestic,Asia,Turboprop,Narrow-body,Embraer,E190,-200,10,330804,193,278,118,12,21582,775,1851,4129,150
12315,202311,David Ltd,GBB,Sparks and Sons,FEP,International,Asia,Jet,Narrow-body,Bombardier,737,-1000,2,95443,91,61,81,81,18552,759,1269,3739,180
12316,202504,Obrien-Harvey,LRB,"Garner, Kennedy and Benson",YEB,Domestic,South America,Helicopter,Narrow-body,Airbus,737,-900,10,353012,348,30,167,43,14318,319,2405,1676,220
12317,202207,Rasmussen-Saunders,DJC,"Fowler, Novak and West",EZB,International,North America,Turboprop,Wide-body,Embraer,A320,-1000,6,102323,318,24,98,44,17384,898,712,499,220
12318,202105,Garcia and Sons,TWM,Miller-Ortiz,OMA,International,Europe,Jet,Wide-body,Airbus,CRJ900,-800,5,220182,35,164,127,25,13967,28,2889,2493,220
12319,202202,"Colon, Mays and Wilson",PER,Benson-Osborn,USM,Domestic,Asia,Helicopter,Wide-body,Boeing,CRJ900,-900,1,127234,427,156,148,54,13133,148,824,4339,200
12320,202112,Holland PLC,XDY,"Thompson, Mitchell and Munoz",EIH,International,Africa,Turboprop,Narrow-body,Airbus,CRJ900,-200,5,126561,364,210,117,60,19990,581,2934,4783,150
12321,202501,"Carlson, Stevenson and Mcmahon",EFW,Hardin LLC,COM,Domestic,Asia,Turboprop,Narrow-body,Embraer,E190,-900,9,317096,81,209,4,67,20588,175,1536,1744,180
